task_id	endpoint_family	parameter_semantics	normalized_unit	strict_modelable	size_bin	n	unique_values	min	p01	p05	p25	median	p75	p95	p99	max	mean	sd	iqr	mad	top_value_fraction	zero_count	negative_count	positive_count	tukey_outlier_count	assay_family	hard_conflict_rows	helm_representation_rows	largest_source_fraction	parameter_basis	research_modelable	semantic_signature	sequence_representation_rows	smiles_representation_rows	target_transform	unique_identities	unique_sources
mlv1.cl.regression.apparent_clearance.aed8902234b5572c	CL	apparent_clearance	L/h	false	1	1	1	408.6	408.6	408.6	408.6	408.6	408.6	408.6	408.6	408.6	408.6	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	apparent_over_f	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""0_2_mg_three_times_daily"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""subcutaneous"",""species"":""human"",""timepoint"":""d12"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""L/h"",""parameter_basis"":""apparent_over_f"",""parameter_semantics"":""apparent_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.apparent_clearance.b4876d6c31855ad1	CL	apparent_clearance	mL/min/kg	false	1	1	1	47.9833333333	47.9833333333	47.9833333333	47.9833333333	47.9833333333	47.9833333333	47.9833333333	47.9833333333	47.9833333333	47.9833333333	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	0	1	apparent_over_f	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""2_35_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intraperitoneal"",""species"":""rat"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""apparent_over_f"",""parameter_semantics"":""apparent_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	1	0	identity	1	1
mlv1.cl.regression.apparent_clearance.c357a049ef1d0606	CL	apparent_clearance	mL/min/kg	false	1	1	1	79.4	79.4	79.4	79.4	79.4	79.4	79.4	79.4	79.4	79.4	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	apparent_over_f	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""15_microgram_kg_once_daily"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""subcutaneous"",""species"":""human"",""timepoint"":""week_52"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""apparent_over_f"",""parameter_semantics"":""apparent_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.apparent_clearance.c46d39ac32931a4d	CL	apparent_clearance	L/h	false	1	1	1	0.629	0.629	0.629	0.629	0.629	0.629	0.629	0.629	0.629	0.629	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	apparent_over_f	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""10_mg"",""formulation"":""lyophilized"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""subcutaneous"",""species"":""human"",""timepoint"":""single_dose"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""L/h"",""parameter_basis"":""apparent_over_f"",""parameter_semantics"":""apparent_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.apparent_clearance.c7d9e4698d94b05c	CL	apparent_clearance	L/h	false	1	1	1	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	apparent_over_f	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""30_mg"",""formulation"":""lyophilized"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""subcutaneous"",""species"":""human"",""timepoint"":""single_dose"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""L/h"",""parameter_basis"":""apparent_over_f"",""parameter_semantics"":""apparent_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.apparent_clearance.c8b9343ce14243de	CL	apparent_clearance	mL/min/kg	false	1	1	1	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	50.6	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	0	1	apparent_over_f	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""4_70_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intraperitoneal"",""species"":""rat"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""apparent_over_f"",""parameter_semantics"":""apparent_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	1	0	identity	1	1
mlv1.cl.regression.apparent_clearance.dd25c869ce7c11f8	CL	apparent_clearance	L/h	false	1	1	1	435	435	435	435	435	435	435	435	435	435	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	apparent_over_f	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""0_2_mg_three_times_daily"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""subcutaneous"",""species"":""human"",""timepoint"":""d16"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""L/h"",""parameter_basis"":""apparent_over_f"",""parameter_semantics"":""apparent_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.apparent_clearance.eb3543b1bcfd5e77	CL	apparent_clearance	L/h	false	1	1	1	0.979	0.979	0.979	0.979	0.979	0.979	0.979	0.979	0.979	0.979	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	apparent_over_f	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""20_mg"",""formulation"":""lyophilized"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""subcutaneous"",""species"":""human"",""timepoint"":""single_dose"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""L/h"",""parameter_basis"":""apparent_over_f"",""parameter_semantics"":""apparent_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.apparent_clearance.f2ec81cd8696d918	CL	apparent_clearance	mL/min/kg	false	1	1	1	83.7	83.7	83.7	83.7	83.7	83.7	83.7	83.7	83.7	83.7	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	apparent_over_f	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""15_microgram_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""subcutaneous"",""species"":""human"",""timepoint"":""day_1"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""apparent_over_f"",""parameter_semantics"":""apparent_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.intrinsic_clearance.7843408768ce91a1	CL	intrinsic_clearance	uL/min/mg protein	false	5-9	7	7	10	11.38	16.9	38	160	192	286.7	315.74	323	136.142857143	113.395221198	154	117	0.142857142857	0	0	7	0	in_vitro_clearance_assay	0	0	1	intrinsic	false	"{""assay_family"":""in_vitro_clearance_assay"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""not_reported"",""formulation"":""unspecified"",""matrix"":""liver_microsomes"",""method"":""in_vitro_clearance_assay"",""route"":""unspecified"",""species"":""unspecified"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""uL/min/mg protein"",""parameter_basis"":""intrinsic"",""parameter_semantics"":""intrinsic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	7	identity	7	1
mlv1.cl.regression.nonrenal_clearance.1a8be554af4ee116	CL	nonrenal_clearance	L/h	false	1	1	1	2.56	2.56	2.56	2.56	2.56	2.56	2.56	2.56	2.56	2.56	0	0	0	1	0	0	1	0	population_pk	0	0	1	component	false	"{""assay_family"":""population_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""0_2_0_8_1_6_and_3_2_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""population_pk"",""route"":""intravenous"",""species"":""human"",""timepoint"":""all_visits_pooled"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""L/h"",""parameter_basis"":""component"",""parameter_semantics"":""nonrenal_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.cl.regression.renal_clearance.1bad1a1813e0d9e9	CL	renal_clearance	L/h	false	1	1	1	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	4.32	0	0	0	1	0	0	1	0	population_pk	0	0	1	component	false	"{""assay_family"":""population_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""0_2_0_8_1_6_and_3_2_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""population_pk"",""route"":""intravenous"",""species"":""human"",""timepoint"":""all_visits_pooled"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""L/h"",""parameter_basis"":""component"",""parameter_semantics"":""renal_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.cl.regression.systemic_clearance.099f1a1478b319eb	CL	systemic_clearance	mL/min/kg	false	1	1	1	93.3	93.3	93.3	93.3	93.3	93.3	93.3	93.3	93.3	93.3	0	0	0	1	0	0	1	0	source_reported_pk	0	0	1	absolute	false	"{""assay_family"":""source_reported_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""1_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""source_reported_pk"",""route"":""intravenous"",""species"":""mouse"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.cl.regression.systemic_clearance.217d557f6c8dfa97	CL	systemic_clearance	mL/min/kg	false	1	1	1	46	46	46	46	46	46	46	46	46	46	0	0	0	1	0	0	1	0	source_reported_pk	0	0	1	absolute	false	"{""assay_family"":""source_reported_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""not_reported"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""source_reported_pk"",""route"":""intravenous"",""species"":""rat"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.cl.regression.systemic_clearance.247ac297bb9f57a6	CL	systemic_clearance	mL/min/kg	false	1	1	1	28	28	28	28	28	28	28	28	28	28	0	0	0	1	0	0	1	0	source_reported_pk	0	0	1	absolute	false	"{""assay_family"":""source_reported_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""not_reported"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""source_reported_pk"",""route"":""intravenous"",""species"":""pig"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.cl.regression.systemic_clearance.365155f071a4ec2c	CL	systemic_clearance	mL/min/kg	false	1	1	1	2.96666666667	2.96666666667	2.96666666667	2.96666666667	2.96666666667	2.96666666667	2.96666666667	2.96666666667	2.96666666667	2.96666666667	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""50_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intravenous"",""species"":""nonhuman_primate"",""timepoint"":""single_dose"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.systemic_clearance.3ae7ca102bd174fe	CL	systemic_clearance	mL/min/kg	false	1	1	1	20.0833333333	20.0833333333	20.0833333333	20.0833333333	20.0833333333	20.0833333333	20.0833333333	20.0833333333	20.0833333333	20.0833333333	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""4_5_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intravenous"",""species"":""mouse"",""timepoint"":""single_dose"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.systemic_clearance.70b6297c7c1adb15	CL	systemic_clearance	mL/min/kg	false	1	1	1	1.79166666667	1.79166666667	1.79166666667	1.79166666667	1.79166666667	1.79166666667	1.79166666667	1.79166666667	1.79166666667	1.79166666667	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	0	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""3_2_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intravenous"",""species"":""human"",""timepoint"":""cycle_1_day_1"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.cl.regression.systemic_clearance.70d4e2236be9a865	CL	systemic_clearance	mL/min/kg	false	1	1	1	1.62666666667	1.62666666667	1.62666666667	1.62666666667	1.62666666667	1.62666666667	1.62666666667	1.62666666667	1.62666666667	1.62666666667	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	0	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""3_2_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intravenous"",""species"":""human"",""timepoint"":""run_in"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.cl.regression.systemic_clearance.8783d5dfadaed60e	CL	systemic_clearance	mL/min/kg	false	1	1	1	21.2833333333	21.2833333333	21.2833333333	21.2833333333	21.2833333333	21.2833333333	21.2833333333	21.2833333333	21.2833333333	21.2833333333	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""13_5_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intravenous"",""species"":""mouse"",""timepoint"":""single_dose"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.systemic_clearance.88137a04ce017661	CL	systemic_clearance	mL/min/kg	false	1	1	1	1.59666666667	1.59666666667	1.59666666667	1.59666666667	1.59666666667	1.59666666667	1.59666666667	1.59666666667	1.59666666667	1.59666666667	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	0	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""3_2_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intravenous"",""species"":""human"",""timepoint"":""cycle_6_day_1"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.cl.regression.systemic_clearance.887ace5b3351df4a	CL	systemic_clearance	L/h	false	1	1	1	1416.5	1416.5	1416.5	1416.5	1416.5	1416.5	1416.5	1416.5	1416.5	1416.5	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""5_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intravenous"",""species"":""human"",""timepoint"":""multiple_dose_study"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""L/h"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.systemic_clearance.8f39ed42e1b8fdc9	CL	systemic_clearance	mL/min/kg	false	1	1	1	16.9333333333	16.9333333333	16.9333333333	16.9333333333	16.9333333333	16.9333333333	16.9333333333	16.9333333333	16.9333333333	16.9333333333	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""1_5_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intravenous"",""species"":""mouse"",""timepoint"":""single_dose"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.systemic_clearance.975234a31e786d01	CL	systemic_clearance	mL/min/kg	false	5-9	6	6	14.81	15.63	18.91	32.4825	36.35	54.1975	66.07	67.654	68.05	41.15	19.6088480029	21.715	13.34	0.166666666667	0	0	6	0	noncompartmental_analysis	0	0	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""not_reported"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intravenous"",""species"":""mouse"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	6	identity	6	1
mlv1.cl.regression.systemic_clearance.adf1cb1cf63c9509	CL	systemic_clearance	L/h	false	1	1	1	1052.4	1052.4	1052.4	1052.4	1052.4	1052.4	1052.4	1052.4	1052.4	1052.4	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""10_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intravenous"",""species"":""human"",""timepoint"":""multiple_dose_study"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""L/h"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.systemic_clearance.d3a8bf62450fd086	CL	systemic_clearance	mL/min/kg	false	1	1	1	2.98333333333	2.98333333333	2.98333333333	2.98333333333	2.98333333333	2.98333333333	2.98333333333	2.98333333333	2.98333333333	2.98333333333	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	1	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""5_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intravenous"",""species"":""nonhuman_primate"",""timepoint"":""single_dose"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	0	identity	1	1
mlv1.cl.regression.systemic_clearance.e2d3544d27eec73c	CL	systemic_clearance	mL/min/kg	false	1	1	1	22.4	22.4	22.4	22.4	22.4	22.4	22.4	22.4	22.4	22.4	0	0	0	1	0	0	1	0	source_reported_pk	0	0	1	absolute	false	"{""assay_family"":""source_reported_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""not_reported"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""source_reported_pk"",""route"":""intravenous"",""species"":""dog"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.cl.regression.systemic_clearance.f086e55de011f841	CL	systemic_clearance	mL/min/kg	false	1	1	1	28.3166666667	28.3166666667	28.3166666667	28.3166666667	28.3166666667	28.3166666667	28.3166666667	28.3166666667	28.3166666667	28.3166666667	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	0	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""4_70_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intravenous"",""species"":""rat"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""CL"",""normalized_unit"":""mL/min/kg"",""parameter_basis"":""absolute"",""parameter_semantics"":""systemic_clearance"",""target_kind"":""regression"",""target_transform"":""identity""}"	1	0	identity	1	1
mlv1.f.regression.absolute_bioavailability.20712707a8dcaaec	F	absolute_bioavailability	fraction	false	1	1	1	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0.062	0	0	0	1	0	0	1	0	source_reported_pk	0	0	1	absolute	false	"{""assay_family"":""source_reported_pk"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""not_reported"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""source_reported_pk"",""route"":""oral"",""species"":""pig"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""F"",""normalized_unit"":""fraction"",""parameter_basis"":""absolute"",""parameter_semantics"":""absolute_bioavailability"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.f.regression.absolute_bioavailability.2ec31506318ed793	F	absolute_bioavailability	fraction	false	1	1	1	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0	0	0	1	0	0	1	0	exposure_ratio	0	0	1	absolute	false	"{""assay_family"":""exposure_ratio"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""20_ug"",""formulation"":""solution"",""matrix"":""plasma"",""method"":""exposure_ratio"",""route"":""subcutaneous"",""species"":""sheep"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""F"",""normalized_unit"":""fraction"",""parameter_basis"":""absolute"",""parameter_semantics"":""absolute_bioavailability"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.f.regression.absolute_bioavailability.3495c364f21d71dd	F	absolute_bioavailability	fraction	false	1	1	1	0.5254	0.5254	0.5254	0.5254	0.5254	0.5254	0.5254	0.5254	0.5254	0.5254	0	0	0	1	0	0	1	0	noncompartmental_analysis	0	0	1	absolute	false	"{""assay_family"":""noncompartmental_analysis"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""4_70_mg_kg"",""formulation"":""unspecified"",""matrix"":""plasma"",""method"":""noncompartmental_analysis"",""route"":""intraperitoneal"",""species"":""rat"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""F"",""normalized_unit"":""fraction"",""parameter_basis"":""absolute"",""parameter_semantics"":""absolute_bioavailability"",""target_kind"":""regression"",""target_transform"":""identity""}"	1	0	identity	1	1
mlv1.f.regression.absolute_bioavailability.5b05b9aecf98535d	F	absolute_bioavailability	fraction	false	1	1	1	0.007	0.007	0.007	0.007	0.007	0.007	0.007	0.007	0.007	0.007	0	0	0	1	0	0	1	0	exposure_ratio	0	0	1	absolute	false	"{""assay_family"":""exposure_ratio"",""binary_evidence_lane"":""not_binary"",""condition"":{""analyte"":""parent_or_named_active_moiety"",""dose"":""200_ug"",""formulation"":""powder"",""matrix"":""plasma"",""method"":""exposure_ratio"",""route"":""intranasal"",""species"":""sheep"",""timepoint"":""not_reported"",""volume_subtype"":""not_applicable""},""endpoint_family"":""F"",""normalized_unit"":""fraction"",""parameter_basis"":""absolute"",""parameter_semantics"":""absolute_bioavailability"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
