data_layer	endpoint	partition	length_metric	length	representative_rows	member_rows
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	40	26	26
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	41	63	63
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	42	9	9
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	43	15	15
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	45	5	5
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	46	3	3
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	47	41	41
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	49	10	10
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	50	13	13
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	52	6	6
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	56	4	4
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	59	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	62	7	7
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	70	15	15
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	73	3	3
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	83	4	4
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	84	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	85	8	8
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	87	4	4
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	98	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	100	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	114	5	5
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	116	1	1
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	118	11	11
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	124	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	132	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	140	4	4
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	165	3	3
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	166	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	178	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	187	3	3
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	191	5	5
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	214	4	4
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	216	3	3
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	275	5	5
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	291	6	6
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	296	3	3
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	309	4	4
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	335	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	341	6	6
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	361	6	6
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	365	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	387	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	585	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	654	3	3
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	806	3	3
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	865	3	3
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	1	9	9
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	2	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	3	26	26
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	4	23	23
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	5	69	74
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	6	24	24
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	7	64	65
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	8	29	29
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	9	49	49
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	10	24	25
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	11	10	10
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	12	17	18
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	13	6	6
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	14	13	13
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	15	8	8
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	16	22	27
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	17	7	7
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	18	26	26
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	19	8	8
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	20	20	20
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	21	12	12
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	22	25	25
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	23	11	11
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	24	22	22
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	26	10	10
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	27	3	3
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	28	38	38
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	29	25	25
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	30	57	57
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	31	58	63
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	32	27	27
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	33	21	21
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	34	42	45
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	35	11	11
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	36	26	26
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	37	12	12
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	38	22	22
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	39	87	92
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	40	26	26
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	41	63	63
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	42	9	9
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	43	15	15
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	45	5	5
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	46	3	3
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	47	41	41
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	49	10	10
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	50	13	13
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	52	6	6
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	56	4	4
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	59	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	62	7	7
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	70	15	15
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	73	3	3
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	83	4	4
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	84	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	85	8	8
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	87	4	4
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	98	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	100	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	114	5	5
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	116	1	1
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	118	11	11
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	124	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	132	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	140	4	4
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	165	3	3
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	166	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	178	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	187	3	3
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	191	5	5
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	214	4	4
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	216	3	3
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	275	5	5
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	291	6	6
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	296	3	3
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	309	4	4
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	335	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	341	6	6
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	361	6	6
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	365	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	387	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	585	2	2
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	654	3	3
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	806	3	3
ml_clean_partitions	T1/2	semantic_review	selected_model_residue_count_sequence_or_helm	865	3	3
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	2	13	13
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	3	11	11
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	4	12	12
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	5	28	28
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	6	11	11
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	7	28	28
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	8	37	37
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	9	25	25
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	10	206	206
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	11	13	13
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	12	37	37
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	13	26	26
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	14	16	16
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	15	11	11
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	16	194	194
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	17	15	15
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	18	13	13
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	19	7	7
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	20	27	27
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	21	7	7
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	22	9	9
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	23	11	11
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	24	6	6
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	25	10	10
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	26	14	14
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	27	13	13
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	28	37	37
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	29	25	25
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	30	21	22
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	31	29	29
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	32	11	11
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	33	24	24
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	34	18	18
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	35	10	10
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	36	14	14
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	37	13	13
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	38	38	38
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	39	61	61
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	40	14	14
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	41	8	8
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	42	6	6
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	43	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	44	3	3
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	45	6	6
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	46	4	4
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	47	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	48	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	51	2	3
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	53	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	54	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	58	5	5
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	66	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	70	16	16
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	75	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	76	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	80	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	82	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	83	4	4
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	84	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	90	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	93	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	94	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	95	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	98	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	108	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	110	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	111	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	112	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	114	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	118	3	3
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	120	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	130	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	139	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	142	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	152	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	153	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	158	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	162	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	163	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	165	4	4
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	168	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	172	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	178	4	4
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	179	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	181	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	183	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	189	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	191	3	3
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	193	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	194	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	203	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	204	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	210	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	216	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	217	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	218	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	239	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	240	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	244	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	255	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	265	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	273	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	278	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	284	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	287	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	288	4	4
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	293	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	308	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	318	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	319	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	320	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	330	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	347	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	379	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	399	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	431	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	462	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	467	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	486	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	520	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	568	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	571	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	572	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	585	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	590	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	591	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	615	3	3
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	616	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	697	1	1
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	781	2	2
ml_clean_partitions	T1/2	strict_numeric	raw_standard_20aa_residue_count	997	1	1
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	2	13	13
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	3	11	11
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	4	12	12
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	5	28	28
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	6	11	11
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	7	28	28
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	8	37	37
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	9	25	25
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	10	206	206
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	11	13	13
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	12	37	37
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	13	26	26
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	14	16	16
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	15	11	11
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	16	194	194
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	17	15	15
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	18	13	13
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	19	7	7
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	20	27	27
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	21	7	7
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	22	9	9
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	23	11	11
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	24	5	5
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	25	10	10
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	26	14	14
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	27	13	13
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	28	35	35
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	29	25	25
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	30	21	22
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	31	29	29
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	32	10	10
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	33	24	24
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	34	18	18
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	35	10	10
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	36	14	14
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	37	13	13
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	38	38	38
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	39	60	60
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	40	14	14
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	41	8	8
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	42	6	6
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	43	2	2
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	44	3	3
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	45	6	6
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	46	4	4
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	47	2	2
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	48	2	2
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	51	2	3
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	53	1	1
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	54	1	1
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	58	5	5
ml_clean_partitions	T1/2	strict_numeric	selected_model_residue_count_sequence_or_helm	66	2	2
