data_layer	endpoint	partition	length_metric	length	representative_rows	member_rows
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	240	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	244	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	255	2	2
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	265	2	2
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	273	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	275	5	5
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	278	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	284	2	2
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	287	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	288	4	4
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	291	6	6
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	293	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	296	3	3
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	308	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	309	4	4
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	318	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	319	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	320	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	330	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	335	2	2
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	341	6	6
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	347	2	2
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	361	6	6
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	365	3	3
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	379	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	387	2	2
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	393	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	399	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	407	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	431	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	462	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	467	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	486	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	520	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	568	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	571	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	572	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	585	3	3
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	590	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	591	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	615	3	3
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	616	2	2
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	654	3	3
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	697	1	1
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	781	2	2
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	806	3	3
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	865	3	3
ml_clean_representatives	__ALL__	all	raw_standard_20aa_residue_count	997	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	1	9	9
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	2	249	249
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	3	190	190
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	4	166	166
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	5	271	276
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	6	2350	2353
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	7	2126	2128
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	8	356	356
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	9	757	759
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	10	2364	2366
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	11	805	829
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	12	812	824
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	13	360	360
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	14	286	286
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	15	271	271
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	16	474	479
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	17	364	364
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	18	181	181
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	19	100	100
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	20	141	141
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	21	73	73
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	22	92	92
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	23	79	80
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	24	93	93
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	25	941	941
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	26	52	52
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	27	592	592
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	28	178	178
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	29	103	103
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	30	147	149
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	31	154	159
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	32	56	56
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	33	68	68
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	34	88	91
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	35	37	37
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	36	74	74
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	37	52	52
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	38	101	101
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	39	196	201
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	40	59	59
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	41	91	91
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	42	30	30
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	43	31	31
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	44	13	13
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	45	17	17
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	46	19	19
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	47	47	47
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	48	4	4
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	49	14	14
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	50	17	17
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	51	4	5
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	52	9	9
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	53	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	54	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	56	5	5
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	58	6	6
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	59	4	4
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	62	9	9
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	65	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	66	3	3
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	70	36	36
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	73	3	3
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	75	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	76	5	5
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	80	3	3
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	82	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	83	9	9
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	84	5	5
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	85	9	9
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	87	6	6
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	90	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	93	4	4
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	94	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	95	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	98	5	5
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	100	3	3
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	108	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	110	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	111	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	112	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	114	6	6
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	116	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	118	14	14
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	120	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	124	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	130	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	132	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	139	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	140	4	4
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	142	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	152	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	153	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	158	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	162	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	163	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	165	8	8
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	166	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	168	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	172	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	178	6	6
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	179	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	181	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	183	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	187	3	3
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	189	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	191	8	8
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	193	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	194	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	203	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	204	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	210	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	214	4	4
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	216	4	4
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	217	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	218	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	239	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	240	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	244	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	255	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	265	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	273	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	275	5	5
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	278	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	284	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	287	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	288	4	4
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	291	6	6
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	293	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	296	3	3
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	308	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	309	4	4
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	318	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	319	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	320	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	330	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	335	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	341	6	6
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	347	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	361	6	6
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	365	3	3
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	379	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	387	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	393	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	399	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	407	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	431	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	462	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	467	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	486	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	520	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	568	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	571	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	572	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	585	3	3
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	590	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	591	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	615	3	3
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	616	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	654	3	3
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	697	1	1
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	781	2	2
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	806	3	3
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	865	3	3
ml_clean_representatives	__ALL__	all	selected_model_residue_count_sequence_or_helm	997	1	1
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	3	1	1
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	4	2	2
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	5	23	23
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	6	10	10
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	7	8	8
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	8	17	17
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	9	30	30
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	10	45	45
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	11	36	36
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	12	108	108
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	13	37	37
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	14	22	22
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	15	53	53
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	16	80	80
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	17	19	19
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	18	63	63
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	19	14	14
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	20	28	28
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	21	15	15
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	22	23	23
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	23	12	12
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	24	6	6
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	25	6	6
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	26	11	11
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	27	18	18
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	28	9	9
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	29	6	6
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	30	8	8
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	32	1	1
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	33	2	2
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	34	9	9
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	35	2	2
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	36	2	2
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	37	4	4
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	38	3	3
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	39	1	1
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	41	1	1
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	42	1	1
ml_clean_representatives	cell_penetration	all	raw_standard_20aa_residue_count	43	1	1
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	5	3	3
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	6	3	3
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	7	24	24
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	8	11	11
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	9	11	11
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	10	30	30
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	11	34	34
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	12	46	46
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	13	36	36
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	14	109	109
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	15	37	37
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	16	23	23
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	17	61	61
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	18	83	83
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	19	23	23
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	20	64	64
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	21	15	15
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	22	28	28
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	23	16	16
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	24	23	23
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	25	12	12
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	26	6	6
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	27	6	6
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	28	11	11
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	29	18	18
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	30	9	9
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	31	6	6
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	32	8	8
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	34	1	1
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	35	3	3
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	36	9	9
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	37	2	2
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	38	2	2
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	39	4	4
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	40	3	3
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	41	1	1
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	43	1	1
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	44	1	1
ml_clean_representatives	cell_penetration	all	selected_model_residue_count_sequence_or_helm	45	1	1
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	2	4	4
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	3	114	114
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	4	90	90
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	5	79	79
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	6	2237	2240
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	7	1914	1914
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	8	129	129
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	9	424	426
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	10	1792	1793
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	11	661	685
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	12	616	627
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	13	226	226
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	14	113	113
ml_clean_representatives	permeability	all	selected_model_residue_count_sequence_or_helm	15	15	15
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	2	217	217
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	3	23	23
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	4	23	23
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	5	8	8
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	6	8	8
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	7	2	2
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	8	47	47
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	9	93	93
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	10	29	29
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	11	16	16
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	13	2	2
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	14	2	2
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	15	158	158
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	16	3	3
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	17	241	241
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	18	7	7
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	19	2	2
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	20	7	7
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	21	2	2
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	22	7	7
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	23	1	1
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	24	12	12
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	25	887	887
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	26	3	3
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	27	545	545
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	28	66	66
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	31	29	29
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	34	5	5
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	38	1	1
ml_clean_representatives	solubility	all	raw_standard_20aa_residue_count	43	1	1
ml_clean_representatives	solubility	all	selected_model_residue_count_sequence_or_helm	2	217	217
