normalized_observation_key	representative_record_id	member_count	member_record_ids	source_ids	raw_values_json	member_lineage_json	scope
MLOBS1:36f8049473194934fa9d67fe	PV13:00fbc15c71976b4d1d651aec	3	PV13:00fbc15c71976b4d1d651aec;PV13:3a85de17efd955bc30dacbc3;PV13:8701f6f6884147e1ac6ea401	CycPeptMPDB	"[[""-5.52"",""="",""source_log10_permeability"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000008289\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.52; source=2023_Ohta; version=1.2; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:00fbc15c71976b4d1d651aec"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""7912"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:0f05e3b07c590e5718432a9bf0788cd6e4ee89c5d65ed29740d89821b583c744""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002278\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.52; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:3a85de17efd955bc30dacbc3"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2142"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:b0ae4dbac82d46c12318ecd5c4204a8dbd75e35c9af118c150f2571196310f6b""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002138\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.52; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:8701f6f6884147e1ac6ea401"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2002"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:de5199ae9c8ac16bda15f1150c351f9124381d2116d4e20c0f4cf1ad371346b3""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:38f6fb6e26ff4ea5daa206cb	PV13:340a5b098154c378b780d9bf	2	PV13:340a5b098154c378b780d9bf;PV13:8a1825a100f1c99ee3914348	CycPeptMPDB	"[[""-5.74"",""="",""source_log10_permeability"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002275\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.74; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:340a5b098154c378b780d9bf"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2139"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:fa8843156acc4de73a24206008a3645898b0925be76632a3a8040f233e67463c""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002150\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.74; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:8a1825a100f1c99ee3914348"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2014"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:ec32ec62e7a0c44bdada66334bd83d3dc93a2668f2755ad27da5cb96a32242de""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:3b40cdd436acae103f11c5b6	PV13:0a816a49024251cc3de0193e	2	PV13:0a816a49024251cc3de0193e;PV13:10f82dc44ab1c9faf522bbbc	PEPlife2	"[[""1.88"",""="",""Hours"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000011356\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""1.88\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""1.88 \\u00b1 0.2 (T1/2 Elimination) Hours\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:36630826"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:0a816a49024251cc3de0193e"",""review_reasons"":"""",""source_group_ids"":[""PMID:36630826""],""source_id"":""PEPlife2"",""source_record_id"":""4279"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/36630826/"",""upstream_observation_key"":""observation:44535bbde9d3566796c6f2895be03762d3b5a080ccd91da2337b388a196c0e09""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000011344\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""1.88\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""1.88 \\u00b1 0.2(T1/2 Elimination) Hours\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:36630826"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:10f82dc44ab1c9faf522bbbc"",""review_reasons"":"""",""source_group_ids"":[""PMID:36630826""],""source_id"":""PEPlife2"",""source_record_id"":""4267"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/36630826/"",""upstream_observation_key"":""observation:4c0b7944021fc3585c7c8e37d414e239caaffc4d7652e8af3bdb1ae70bcc97af""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:3fd096acf8e5ef1fde99d334	PV13:9ed53df9415e6da386b7f1bd	2	PV13:9ed53df9415e6da386b7f1bd;PV13:edd518b28a96d5d76244b710	PEPlife2	"[[""25.8"",""="",""Hours"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000012726\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""25.8\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""25.8 (T1/2 Elimination Half life) Hours\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:30023916"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:9ed53df9415e6da386b7f1bd"",""review_reasons"":"""",""source_group_ids"":[""PMID:30023916""],""source_id"":""PEPlife2"",""source_record_id"":""5688"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/30023916/"",""upstream_observation_key"":""observation:3882682ad9545e13c000b065bf2067f762e9bb5b6cfd3a770674abfb6de9574b""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000011887\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""25.8\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""25.8 (T1/2 Elimination Half Life) Hours\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:35259149"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:edd518b28a96d5d76244b710"",""review_reasons"":"""",""source_group_ids"":[""PMID:35259149""],""source_id"":""PEPlife2"",""source_record_id"":""4818"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/35259149/"",""upstream_observation_key"":""observation:de87662dd7fb4c368513f506c57c8ffc9974c2a1425b54883cfd1f365091688d""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:456ef6df318e2b2e08de188a	PV13:61e29dccf704318651d380b2	2	PV13:61e29dccf704318651d380b2;PV13:b64f985482009adfb725718f	PEPlife2	"[[""1.9"",""="",""Hours"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000012973\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""1.9\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""1.9 Hours\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:28932995"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:61e29dccf704318651d380b2"",""review_reasons"":"""",""source_group_ids"":[""PMID:28932995""],""source_id"":""PEPlife2"",""source_record_id"":""5936"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/28932995/"",""upstream_observation_key"":""observation:7f5f494eb2aa37163a670a45644694d1561b6d42006f460e02cc1333ffb252f0""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000012971\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""1.9\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""1.9 Hours\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:28932995"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:b64f985482009adfb725718f"",""review_reasons"":"""",""source_group_ids"":[""PMID:28932995""],""source_id"":""PEPlife2"",""source_record_id"":""5934"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/28932995/"",""upstream_observation_key"":""observation:3b6d5440c665712ff7e4d8cb12fede91eb4e4f557e46315a71b866f1fd2ecb6e""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:4619e65475234b23b3fca9c5	PV13:1314837d61c6de0354c55e01	2	PV13:1314837d61c6de0354c55e01;PV13:6782e4e24c4506c1612d4b74	CycPeptMPDB	"[[""-5.85"",""="",""source_log10_permeability"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002122\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.85; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:1314837d61c6de0354c55e01"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""1986"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:5624f94d88af82ac8d83a4707f4f6e073955041eed7c67eba8df71028545c598""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000008276\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.85; source=2023_Ohta; version=1.2; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:6782e4e24c4506c1612d4b74"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""7899"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:b63641734a52231960f569d4cd81bc7eaae8c96ad7d21f7c4853ad46a8ec8774""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:49cc4b859dc2f90dcdabf51b	PV13:0888572e05619ada0996c807	2	PV13:0888572e05619ada0996c807;PV13:3c2b0be7b91ff7603cb1c1f1	CycPeptMPDB	"[[""-7.096910013"",""="",""source_log10_permeability"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000008460\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-7.096910013; source=2023_Tanada; version=1.2; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:0888572e05619ada0996c807"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""8083"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:0635db160e8ea969d98c965534cc88ed291f2e11b32259c22e62114abeb57a82""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000008773\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-7.096910013; source=2024_Kage; version=1.2; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:3c2b0be7b91ff7603cb1c1f1"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""8369"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:bc7ddba71377b138c12bd18bd8237d9a73f28de21fa44d44c767e8c1f31d046d""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:4df2d269b00e4a45e0f511db	PV13:a1493ab8b955a26ed1cddb40	2	PV13:a1493ab8b955a26ed1cddb40;PV13:ab990252905ff36b3fdceb60	CycPeptMPDB	"[[""-5.96"",""="",""source_log10_permeability"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002272\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.96; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:a1493ab8b955a26ed1cddb40"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2136"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:b3262fbb82cb12fc7d98eb3cd62fae6fb2291f1b2d5ebb4bd86036134f65324a""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002153\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.96; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:ab990252905ff36b3fdceb60"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2017"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:5e26cf4269e93c4abe5c08482b44991a53eedb3fb3a7b7cc0f5bc5a988ce7ac1""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:543dd7217096405fb7bc6422	PV13:098ff2072c079900b77dc87b	2	PV13:098ff2072c079900b77dc87b;PV13:5ae49645123ca177b980eef3	PEPlife2	"[[""29.7"",""="",""Minutes"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000011474\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""0.495\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""29.7 Minutes\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:36588717"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:098ff2072c079900b77dc87b"",""review_reasons"":"""",""source_group_ids"":[""PMID:36588717""],""source_id"":""PEPlife2"",""source_record_id"":""4399"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/36588717/"",""upstream_observation_key"":""observation:3af0bf0ff4efdbc2c0a54832f38aa0b4ce86ac862649881d4341543961b8dfea""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000011777\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""0.495\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""29.7 Minutes\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:36588717"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:5ae49645123ca177b980eef3"",""review_reasons"":"""",""source_group_ids"":[""PMID:36588717""],""source_id"":""PEPlife2"",""source_record_id"":""4707"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/36588717/"",""upstream_observation_key"":""observation:c6b0a3bd07e4043c631c6f454a2f5abe63414bfccd8b47fa614d6e818516832e""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:555673a7fa7fd46212a7efde	PV13:31ed04f03ce2c30d41cff749	2	PV13:31ed04f03ce2c30d41cff749;PV13:587502127d8690ecfb7c28a5	CycPeptMPDB	"[[""-5.68"",""="",""source_log10_permeability"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000008226\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.68; source=2023_Ohta; version=1.2; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:31ed04f03ce2c30d41cff749"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""7849"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:099202e4fa00eb0bd241b66635f138c734e01e3a0f62da07b874eef310b9a522""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002144\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.68; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:587502127d8690ecfb7c28a5"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2008"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:a439ac540a94be8f248100724fbf8308377b7d587307d3cdd542fc77f860167d""}]"	unit_and_task_normalized_exact_observation_duplicate
