normalized_observation_key	representative_record_id	member_count	member_record_ids	source_ids	raw_values_json	member_lineage_json	scope
MLOBS1:58a7fe86787f24db6694d72b	PV13:2cda1d40b4e26e11556232fc	2	PV13:2cda1d40b4e26e11556232fc;PV13:5089168b6c3644f939e864cf	CycPeptMPDB	"[[""-5.59"",""="",""source_log10_permeability"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002220\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.59; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:2cda1d40b4e26e11556232fc"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2084"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:68462b897f716c5fe383e319302cdf89cd2a1f77082d242b8a915f21c5ddff56""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002143\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.59; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:5089168b6c3644f939e864cf"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2007"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:ce8a78b7fd0ba2d61753e215581fd59c070b0345027bf95e9c8b453cbfd35daa""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:5a78480502d0fde57bad2e7a	PV13:56b6fc83c97a1e7277346d64	2	PV13:56b6fc83c97a1e7277346d64;PV13:8d21442afbaf7d233c0f36df	PEPlife2	"[[""30.3"",""="",""Hours"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000011885\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""30.3\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""30.3 (T1/2 Elimination Half Life) Hours\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:35259149"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:56b6fc83c97a1e7277346d64"",""review_reasons"":"""",""source_group_ids"":[""PMID:35259149""],""source_id"":""PEPlife2"",""source_record_id"":""4816"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/35259149/"",""upstream_observation_key"":""observation:5b37afe87430133ddf15d7e0084ac25b79d7ef2bbe9b1d92c0817511b93ffd1e""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000012724\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""30.3\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""30.3 (T1/2 Elimination Half life) Hours\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:30023916"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:8d21442afbaf7d233c0f36df"",""review_reasons"":"""",""source_group_ids"":[""PMID:30023916""],""source_id"":""PEPlife2"",""source_record_id"":""5686"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/30023916/"",""upstream_observation_key"":""observation:7294af21be00327d39a554ddfa1dcf7a654847c7d49196b01e14c9de07a08001""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:5aea9783b4cec8850eb8a97f	PV13:752af32d031c6694939cb0cc	2	PV13:752af32d031c6694939cb0cc;PV13:7840cffcd40783056746801b	PEPlife2	"[[""163"",""="",""Hours"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000011233\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""163\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""163 (Terminal elimination half life) Hours\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:38952487"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""modified_sequence_preserved_in_source_notation"",""record_id"":""PV13:752af32d031c6694939cb0cc"",""review_reasons"":"""",""source_group_ids"":[""PMID:38952487""],""source_id"":""PEPlife2"",""source_record_id"":""4155"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/38952487/"",""upstream_observation_key"":""observation:68fc9a5d5cf5aa07e314be7406b2367882bb4bc3ee11fdbfe985d139a13f5d17""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000012829\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""163\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""163 Hours\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:29536338"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""modified_sequence_preserved_in_source_notation"",""record_id"":""PV13:7840cffcd40783056746801b"",""review_reasons"":"""",""source_group_ids"":[""PMID:29536338""],""source_id"":""PEPlife2"",""source_record_id"":""5791"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/29536338/"",""upstream_observation_key"":""observation:27acd43998c1de4f12084a5263a8570b0c91a691f9c6acacc484c4615e81579a""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:5bc264c6c64e8c179f4e812c	PV13:32996b334de690ada8bcc404	2	PV13:32996b334de690ada8bcc404;PV13:ab8d27bbe85c992566b93a38	CycPeptMPDB	"[[""-5.72"",""="",""source_log10_permeability"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002209\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.72; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:32996b334de690ada8bcc404"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2073"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:10343e08e9570ab62b4e329c19adc32d98e2b60e67ad92b70b8e23ee21ad40ee""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000008280\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.72; source=2023_Ohta; version=1.2; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:ab8d27bbe85c992566b93a38"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""7903"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:69541019931fa9713bd43a8c54646aa73f92809d17f116084bbdcbb838a437bf""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:5ce0ff75e36895ac9a441c20	PV13:6e91b2de2b82f23e93e8a15f	2	PV13:6e91b2de2b82f23e93e8a15f;PV13:97d64928eee30c839475a4ea	CycPeptMPDB	"[[""-5.48"",""="",""source_log10_permeability"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002235\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.48; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:6e91b2de2b82f23e93e8a15f"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2099"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:163762c63391383373062edefc3820048d52f20e9ea8a20a2c776b903d471dcd""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000008336\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.48; source=2023_Ohta; version=1.2; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:97d64928eee30c839475a4ea"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""7959"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:f8a654aa0acf785f5260f0e8cae3812f51be4348d5df1f6f261a15d3442de269""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:5e1f6ca03920b268a9196571	PV13:17564cde5c215e5f5af88abd	2	PV13:17564cde5c215e5f5af88abd;PV13:972d753fe9b2947ccce9e188	CycPeptMPDB	"[[""-5.96"",""="",""source_log10_permeability"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002184\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.96; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:17564cde5c215e5f5af88abd"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2048"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:dd6bb37ac06c6de786967f010ed22e933b47580787101563d6e2144ae04e6a70""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000008111\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.96; source=2023_Ohta; version=1.2; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:972d753fe9b2947ccce9e188"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""7734"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:202230dd038641afd950cd663e49eecf653513c01c0b26d34b432725b7ccb8ad""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:60396a5ae2968a4b20d945b1	PV13:666caa9db33c890599eb459b	2	PV13:666caa9db33c890599eb459b;PV13:861d87d8e8bf56177f58a168	CycPeptMPDB	"[[""-5.77"",""="",""source_log10_permeability"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002168\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.77; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:666caa9db33c890599eb459b"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""2032"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:1b5330fbf118ec17b4ecccd1cc060594d0ee387ba8f39d9b722e5b4ce9c553aa""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000007951\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.77; source=2023_Ohta; version=1.2; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:861d87d8e8bf56177f58a168"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""7574"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:0edb11cbae8333d71f34b16ffce35ce1371ace7369ee6ec855c1868165090f8e""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:60bd414523938e631abaf973	PV13:6fd16a8fc1934f533de76aa9	2	PV13:6fd16a8fc1934f533de76aa9;PV13:b329aea04085b49ff77acb6b	CycPeptMPDB	"[[""-5.8"",""="",""source_log10_permeability"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000002134\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.8; source=2018_CHUGAI; version=1.0; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:6fd16a8fc1934f533de76aa9"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""1998"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:379b5d368c40e69e300da1fa4f08bc3eae50441e7a393e9b72e7f83e9201f4f0""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""\"",\""input_record_id\"":\""PEPML000008319\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""value=-5.8; source=2023_Ohta; version=1.2; detection_note=; recovery=\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":"""",""evidence_tier"":""public_database_curated_experimental"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":""assay_specific_value;unit_requires_source_protocol_check"",""record_id"":""PV13:b329aea04085b49ff77acb6b"",""review_reasons"":"""",""source_group_ids"":[""SOURCE:cycpeptmpdb""],""source_id"":""CycPeptMPDB"",""source_record_id"":""7942"",""source_url"":""http://cycpeptmpdb.com/"",""upstream_observation_key"":""observation:eb27366da3dbce4f31dbf36708af71a82f270f98ed37d343f8fdcb87660a4360""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:64a28242089950aa72e4df1a	PV13:36742418133b2d8b21b19db9	2	PV13:36742418133b2d8b21b19db9;PV13:d42b9e60552de594be9fd048	PEPlife2	"[[""17.1"",""="",""Minutes"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000011776\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""0.285\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""17.1 Minutes\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:36588717"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:36742418133b2d8b21b19db9"",""review_reasons"":"""",""source_group_ids"":[""PMID:36588717""],""source_id"":""PEPlife2"",""source_record_id"":""4706"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/36588717/"",""upstream_observation_key"":""observation:92e30d28a16be360e7f2500a61e4f929c140ee0fd35310a75cd0f65fd56131c7""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000011473\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""0.285\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""17.1 Minutes\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:36588717"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:d42b9e60552de594be9fd048"",""review_reasons"":"""",""source_group_ids"":[""PMID:36588717""],""source_id"":""PEPlife2"",""source_record_id"":""4398"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/36588717/"",""upstream_observation_key"":""observation:d017ae0bd06d1b7f4cd36a7b8b9d1c01f3ddc005550556d4f5639f4b07cb88d5""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:65d66101247d44eb4a313a16	PV13:1929537e70f0118f32966080	2	PV13:1929537e70f0118f32966080;PV13:cc3b3ea1c910e862fbde21e6	PEPlife2	"[[""28"",""="",""minutes"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""in vitro\"",\""input_record_id\"":\""PEPML000011064\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""0.466666666667\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""28 minutes\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:19422857"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:1929537e70f0118f32966080"",""review_reasons"":""noncomparable_t1_semantics:brain_homogenate"",""source_group_ids"":[""PMID:19422857""],""source_id"":""PEPlife2"",""source_record_id"":""3196"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/19422857/"",""upstream_observation_key"":""observation:53441d435e7f41e479406a499c7837bdb119c19f1b2427a76b9d4f8f78403265""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""in vitro\"",\""input_record_id\"":\""PEPML000011063\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""0.466666666667\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""28 minutes\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:19422857"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:cc3b3ea1c910e862fbde21e6"",""review_reasons"":""noncomparable_t1_semantics:brain_homogenate"",""source_group_ids"":[""PMID:19422857""],""source_id"":""PEPlife2"",""source_record_id"":""3195"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/19422857/"",""upstream_observation_key"":""observation:74d99bedc90c72aed0c240e72361a823911b9e2fa420ff4f2176bf5796256870""}]"	unit_and_task_normalized_exact_observation_duplicate
MLOBS1:67e92d68bbf98c971667c2c1	PV13:036cf28033f2bce89bf777c3	2	PV13:036cf28033f2bce89bf777c3;PV13:0d40694b4e3d497245f8bad7	PEPlife2	"[[""7.87"",""="",""Minutes"",""""]]"	"[{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000011775\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""0.131166666667\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""7.87 Minutes\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:36588717"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:036cf28033f2bce89bf777c3"",""review_reasons"":"""",""source_group_ids"":[""PMID:36588717""],""source_id"":""PEPlife2"",""source_record_id"":""4705"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/36588717/"",""upstream_observation_key"":""observation:d55780e1f36fdd769797585fcf17e1c9028e5b0e0da2f32b4252bcd3fd59afbb""},{""context_json"":""{\""curation_status\"":\""\"",\""in_vivo_in_vitro\"":\""In Vivo\"",\""input_record_id\"":\""PEPML000011472\"",\""normalized_lower\"":\""\"",\""normalized_unit\"":\""h\"",\""normalized_upper\"":\""\"",\""normalized_value\"":\""0.131166666667\"",\""row_role\"":\""curated_source_observation\"",\""source_raw_text\"":\""7.87 Minutes\"",\""tissue\"":\""\"",\""value_lower\"":\""\"",\""value_origin\"":\""curated_source_observation\"",\""value_upper\"":\""\""}"",""doi_pmid"":""PMID:36588717"",""evidence_tier"":""public_database_curated_experimental_numeric"",""input_dataset"":""governed_numeric_v12"",""license"":""redistribution_license_not_identified"",""quality_flags"":"""",""record_id"":""PV13:0d40694b4e3d497245f8bad7"",""review_reasons"":"""",""source_group_ids"":[""PMID:36588717""],""source_id"":""PEPlife2"",""source_record_id"":""4397"",""source_url"":""https://pubmed.ncbi.nlm.nih.gov/36588717/"",""upstream_observation_key"":""observation:d13f90a5b82f1c3fa3a67fd0a6d59bd6b49b3442d61d1c5a78ab085d4f063972""}]"	unit_and_task_normalized_exact_observation_duplicate
